fname,dialogue,summary,topic
train_9531-rp,"#Person1#: 안녕하세요! 어떤 도움이 필요하신가요?
#Person2#: 안녕하세요. 런던으로 가는 다음 기차 시간 좀 알려주실 수 있을까요?
#Person1#: 물론입니다. 7시 59분, 9시 18분, 10시 32분, 11시 55분에 출발하는 기차가 있습니다.
#Person2#: 7시 59분 기차는 런던에 몇 시에 도착하나요?
#Person1#: 9시 36분에 도착하게 됩니다. 9시 18분 기차는 9시 55분에, 10시 32분 기차는 11시 9분에 도착합니다.
#Person2#: 돌아오는 기차 시간은 어떻게 되나요? 오후 7시쯤 돌아가고 싶습니다.
#Person1#: 7시에 출발하는 기차가 하나 있고, 그 다음은 7시 40분에 있습니다.
#Person2#: 왕복 티켓의 요금은 얼마인가요?
#Person1#: 편도 요금을 말씀드릴까요, 아니면 왕복 요금을 말씀드릴까요?
#Person2#: 왕복 티켓으로 부탁드려요.","#Person1#은 #Person2#에게 런던행 기차 시간과 요금을 안내하며, #Person2#는 왕복 티켓을 요청했습니다.",기차 시간 조회 및 티켓 문의
train_10020-rp,"#Person1#: 요즘은 많은 가정에서 개인용 컴퓨터를 보유하고 있어서, 사람들이 외부와의 소통 수단이 다양해졌어.
#Person2#: 맞아. 인터넷과 다양한 웹 기반 기업들이 등장하면서, 사람들이 웹에 점점 더 의존하게 되는 것 같아.
#Person1#: 개인용 컴퓨터의 일반적인 사용법 중 하나는 실제 상점에 가지 않고도 물건을 구매할 수 있다는 점이야.
#Person2#: 그 과정에 대해 설명해줄 수 있어?
#Person1#: 관심 있는 상품이 있으면, 웹사이트에서 해당 상품의 이미지를 확인할 수 있어. 그 후 온라인으로 판매업체에 주문하면, 집으로 배송해주는데 서비스도 좋고 배송비도 대부분 무료야.
#Person2#: 이제 알겠어. 정말 편리한 시스템이야.","#Person1#과 #Person2#는 컴퓨터와 인터넷을 통한 소통의 증가에 대해 이야기했다. 또한, #Person1#은 #Person2#에게 온라인 쇼핑 방법에 대해 설명했다.",온라인 쇼핑과 웹의 영향
train_10481-rp,"#Person1#: 무슨 일이 일어났어?
#Person2#: 이 제품이 고장 났어. 어제 샀는데, 556달러나 들었어, 알겠지.
#Person1#: 정말 안타깝네. 그럼 어떻게 할 거야?
#Person2#: 마이크가 반품하라고 했어.
#Person1#: 나도 같은 생각이었어.","#Person2#의 새 제품이 고장 나자, 마이크가 반품을 제안했고 #Person1#도 동의했습니다.",제품 반품
train_4890-rp,"#Person1#: 아비의 발표가 방금 끝났어요. 4분 정도밖에 안 걸렸는데, 그녀의 발표를 평가해볼까요? 제이슨, 아비의 발표는 어땠나요?
#Person2#: 그녀의 목소리가 크고 명확해서 자신감 있어 보였어요.
#Person1#: 좋네요. 더 어떤 점이 눈에 띄었나요?
#Person2#: 발표 내용이 잘 정리되어 있었어요. 결론에서 강조한 중요한 점들이 다시 떠올랐어요.
#Person1#: 그렇군요. 그럼 아비가 다음에 개선할 수 있는 점은 뭐라고 생각하세요?
#Person2#: 다음에 무슨 말을 할지 고민할 때 가끔 멈칫하는 순간이 있었어요.
#Person1#: 맞아요. 발표 연습을 몇 번 더 하면 그런 멈칫거림은 줄어들 것 같아요.","#Person1#과 제이슨이 아비의 발표를 평가하고 있습니다. 제이슨은 그녀의 발표가 목소리도 크고 내용도 잘 정돈되어 있었다고 평가했으며, 다음에 개선할 점으로 발표 중 가끔 발생하는 멈칫거림을 언급했습니다.",발표 평가
train_10385-rp,"#Person1#: 스티븐, 지금 보고 있는 사진이 있나요? 뭐가 보이나요?
#Person2#: 사진에 빨간색 2층 버스가 보여요. 이건 런던에서 자주 볼 수 있는 버스예요. 첼시, 슬론 스퀘어, 빅토리아, 해링 크로스 같은 런던의 지명들을 보니 이 버스가 런던에 있다는 걸 알 수 있겠네요.
#Person1#: 그렇군요. 더블 데커 버스를 타 본 적이 있나요?
#Person2#: 네, 타본 적이 많아요. 어릴 때는 영국 전역에서 더블 데커를 볼 수 있었는데, 요즘은 주로 대도시에서만 볼 수 있어요.
#Person1#: 그렇군요. 버스 요금은 얼마 정도 하나요?
#Person2#: 요금은 여정에 따라 달라요. 짧은 거리라면 최소 1파운드 정도 할 거예요.
#Person1#: 그렇군요. 버스 안에 눈에 띄는 사람이 있나요?
#Person2#: 뒤쪽 문에 기대어 있는 여성이 보이네요. 정말 지루해 보이는데, 출근 중일 수도 있을 것 같아요. 하지만 가고 싶어하는 표정은 아니네요.
#Person1#: 버스를 탈 때 그런 기분 든 적이 있나요?
#Person2#: 아뇨, 그런 기분은 들어본 적이 없어요. 영국에서 일한 지 오래돼서 버스를 타본 지도 오래됐어요.
#Person1#: 영국이 그리운가요?
#Person2#: 네, 가끔 그리워요.","스티븐은 사진 속 빨간 2층 버스와 지루해 보이는 여성을 보고, 이 버스가 런던에 있다는 것을 알아차린다. 그는 자신이 영국 출신임을 언급하며 가끔 영국에 대한 그리움을 느낀다고 말한다.",런던 2층 버스
train_10206-rp,"#Person1#: 안녕하세요, 저는 George입니다. 오늘 저녁 식사 서비스를 맡게 되었습니다. 주문하실 준비가 되셨나요, 아니면 좀 더 시간을 드릴까요?
#Person2#: 준비가 다 되었습니다. 로스트 치킨과 옥수수를 사이드로 부탁합니다.
#Person1#: 애피타이저로 오늘의 수프인 토마토 수프는 어떠신가요?
#Person2#: 수프 대신 가든 샐러드로 하겠습니다.
#Person1#: 음료는 무엇을 드릴까요?
#Person2#: 아이스티 한 잔 주문하겠습니다.
#Person1#: 알겠습니다. 음료와 샐러드를 먼저 가져다 드리겠습니다.
#Person2#: 감사합니다.","George의 도움으로 #Person2#는 로스트 치킨, 옥수수 사이드, 가든 샐러드, 아이스티를 주문했습니다.",음식 주문
train_10458-rp,"#Person1#: 그쪽으로 오세요. 아직도 돈을 내지 않으셨잖아요.
#Person2#: 그냥 놔두세요.
#Person1#: 하지만 그분이 신문을 그냥 가지고 가셨어요.
#Person2#: 알고 있어요.
#Person1#: 왜 그럴까요? 좀 혼란스러워요.
#Person2#: 그분은 근처에 사시는데, 신문 헤드라인만 잠깐 보고 정치면만 읽으시고 나중에 돌려주시는 분이에요.
#Person1#: 그런 특권을 왜 가지신 거죠?
#Person2#: 그분은 전쟁에서 영웅이셨고, 모두가 존경하는 분이에요.
#Person1#: 그렇군요. 그분은 혼자 사시는 건가요?
#Person2#: 네, 자식도 안 계시고 전쟁 중에 부인이 돌아가셨어요.
#Person1#: 그럼 외로우시겠어요.
#Person2#: 그렇겠죠. 하지만 항상 아이들에게 이야기를 들려주느라 바쁘세요.
#Person1#: 정말 존경스러운 분이시네요.","#Person2#는 #Person1#에게 신문을 가져간 사람이 존경받는 전쟁 영웅이며, 정치면만 읽고 나중에 돌려줄 것이라고 설명했습니다.",전쟁 영웅과 지역사회
train_10076-rp,"#Person1#: 실례합니다, 이 데크 체어들 사용 중이 아닌가요?
#Person2#: 아니요, 자유롭게 사용하셔도 됩니다.
#Person1#: 혹시 새 수건 한 장 받을 수 있을까요?
#Person2#: 물론이죠. 여기 있습니다.
#Person1#: 정말 도움이 많이 되셨어요. 수영장은 몇 시에 닫나요?
#Person2#: 새벽 1시에 문을 닫습니다.",#Person1#이 #Person2#에게 빈 데크 체어를 묻고 새 수건을 요청했습니다.,수영장 시설 이용
train_11384-rp,"#Person1#: 세상에, 이게 누구죠? 혹시 Mr. White 아니세요? 와주셔서 정말 감사해요!
#Person2#: 괜찮아요. 날씨가 좋지 않다고 들었어요.
#Person1#: 네, 비행기로 여행하기에는 좀 어려운 날씨네요.
#Person2#: 안개가 빨리 걷히지 않으면, 비행이 연기될 수도 있을 것 같아요.
#Person1#: 잘 되길 바래봅시다.
#Person2#: Mrs. Smith, 비행기로 여행하는 걸 좋아하세요?
#Person1#: 저는 비행기로 여행하는 걸 정말 좋아해요. 빠르고 편안하잖아요. Mr. White, 탑승 안내가 나왔어요.
#Person2#: 좋네요. 비행기가 예정대로 출발할 것 같아요. 안개가 걷히고 있어요.
#Person1#: 이제 가야 할 것 같아요. 배웅해 주셔서 정말 감사합니다, Mr. White.
#Person2#: 천만에요. 또 오세요. 즐거운 여행 되세요.
#Person1#: 감사합니다. 안녕히 계세요.","Mr. White가 Mrs. Smith를 배웅하러 왔고, 안개가 사라지면서 비행기가 예정 시간에 출발할 예정입니다.",공항에서의 작별 인사
train_11303-rp,"#Person1#: 택시, 택시.
#Person2#: 네, 어디로 가실 건가요, 손님?
#Person1#: 중국 총영사관으로 가려고 합니다.
#Person2#: 타세요.
#Person1#: 감사합니다. 반 시간 안에 도착할 수 있을까요?
#Person2#: 보통은 가능하지만, 지금 점심시간이라 교통이 혼잡하네요.
#Person1#: 1시에 보스턴으로 출발해야 해서요.
#Person2#: 아, 정말 급하시네요.","#Person1#이 중국 총영사관을 방문하기 위해 택시를 타고, #Person2#에게 반 시간 안에 도착할 수 있도록 부탁합니다.",택시 승차
train_8364-rp,"#Person1#: 안녕하세요, Ludlow 씨. 다시 만나서 반갑습니다. 오늘은 어떤 도움을 드릴까요?
#Person2#: 안녕하세요, 오랜만이에요. 출장이 많아서 좀 바빴어요. 이 할인 건 좀 처리해 주실 수 있나요?
#Person1#: 물론이죠. 청구서와 다른 서류들을 좀 보여주시겠어요?
#Person2#: 네, 여기 있습니다. 천천히 확인해 보세요. 급하지 않아요.
#Person1#: 네, 잘 되어 있네요. 문제 없이 처리해 드리겠습니다.
#Person2#: 추가로 내야 할 게 있을까요? 예를 들면, 수수료 같은 거요.
#Person1#: 아니요, 추가 비용은 없습니다. 할인 금액만 적용하겠습니다.","Ludlow 씨는 할인 처리를 위해 필요한 서류를 #Person1#에게 전달하였고, #Person1#은 추가 수수료 없이 이를 처리했습니다.",할인 처리
train_5960-rp,"#Person1#: 너의 팔찌 정말 예쁘다. 언제 샀어?
#Person2#: 꽤 오래 전에 샀는데, 잘 안 차고 다녔어. 네가 정말 좋아하니?
#Person1#: 응, 정말 마음에 들어. 이건 화이트 골드야, 아니면 은이야?
#Person2#: 화이트 골드야.
#Person1#: 그거 어디서 샀어?
#Person2#: 남자친구가 Shane Co.에 데려가서 고르게 해줬어.
#Person1#: 정말 다정한 남자친구구나. 특별한 날이었어?
#Person2#: 그게 가장 좋은 거야. 특별한 날이 아니었어. 그냥 사주고 싶었대.
#Person1#: 넌 정말 운이 좋아. 특별한 날도 아닌데 그런 선물을 받았다니, 생일 때는 뭘 받을지 궁금하다.
#Person2#: 생일이 곧 다가와서 곧 알게 될 거야.
#Person1#: 뭐 받고 싶어?
#Person2#: 목걸이가 좋을 것 같아. 주얼리 샵에서 봤는데, 예쁜 목걸이가 몇 개 있더라.
#Person1#: 반지는 어때?
#Person2#: 아직은 그 사람에게 반지를 받을 준비가 안 된 것 같아.
#Person1#: 그럼 다른 건 다 괜찮아?
#Person2#: 응.","#Person1#이 #Person2#의 팔찌를 칭찬하자, #Person2#는 그 팔찌가 남자친구가 준 선물임을 밝히고, 다가오는 생일에도 남자친구의 선물을 기대하고 있다고 말했다.",선물
train_5404-rp,"#Person1#: 예약을 하셨나요?
#Person2#: 네, 네 명용으로 예약했어요. 제 이름은 Liu Fan입니다.
#Person1#: 창가 자리로 예약이 되어 있습니다. 이쪽으로 오시죠.
#Person2#: 감사합니다.
#Person1#: 천만에요.
#Person2#: 메뉴를 좀 볼 수 있을까요?
#Person1#: 바로 가져다 드리겠습니다.
#Person2#: 오늘 저녁에 어떤 음식이 추천되나요?
#Person1#: 다람쥐 모양의 만다린 피쉬나 씨앗 새우가 있습니다.
#Person2#: 정말 좋네요, 모두 주문하겠습니다.",Liu Fan이 예약한 자리에 도착하여 메뉴를 선택하고 음식을 주문했습니다.,레스토랑 예약과 음식 주문
train_5682-rp,"#Person1#: 오늘 일어난 일을 들으면 깜짝 놀랄 거야. 너한테만 말할게, 비밀로 해줄 거지?
#Person2#: 당연하지, 무슨 일이야?
#Person1#: 오늘 수업 시간에 레오 선생님이 샐리를 쫓아냈어!
#Person2#: 정말이야?
#Person1#: 응. 샐리가 마침내 본 모습을 드러낼 줄 알았어. 레오 선생님이 최종 시험 결과를 주는데 그녀가 갑자기 소리를 지르더라. 네가 들었어야 했는데. 그렇게 화내는 사람은 처음 봤어. 간단히 말해서, 샐리가 시험에서 부정행위를 하다가 들통나서 낙제했던 거야.
#Person2#: 그건 정말 큰일이잖아. 그럼 처음부터 다시 모든 과정을 다시 해야 한다는 거야. 그녀가 처음부터 다시 시작해야 한다니 믿기지 않아.
#Person1#: 당연한 대가지!",#Person1#은 #Person2#에게 샐리가 레오 선생님에게 소리를 지른 이유가 부정행위로 인해 낙제했기 때문이라고 밝혔습니다. #Person2#는 샐리가 처음부터 다시 시작해야 한다는 것을 받아들이기 어려워하지만 #Person1#은 그것이 마땅한 처벌이라고 생각합니다.,학교 생활 내 부정행위
train_4819-rp,"#Person1#: 주문이 급한 상황이라 발송 속도를 좀 더 빠르게 해줄 수 있을지 궁금합니다. 발송이 너무 늦어지면 다른 공급업체로 전환할 수도 있어요.
#Person2#: 정말 죄송합니다만, 발송 일정을 앞당기기는 어려울 것 같습니다. 제조업체들이 모두 바쁘게 작업 중이라 재고가 부족합니다.
#Person1#: 더 빨리 배송할 수 있는 방법이 없을까요?
#Person2#: 그럼 이렇게 해보는 건 어떨까요? 부분 발송을 제안드립니다. 전체 물품이 준비될 때까지 기다리지 않고, 급한 부분부터 먼저 보내드리겠습니다.
#Person1#: 그 아이디어는 참 좋네요.
#Person2#: 6월에 50%를 먼저 보내고, 나머지는 8월에 보내드리는 방안을 제안합니다.
#Person1#: 그 제안에 동의합니다.","#Person1#은 물품 배송이 너무 느리다고 생각하고 있었지만, #Person2#은 발송을 앞당길 수 없는 이유를 설명합니다. 결국, 그들은 부분 배송에 합의하게 됩니다.",부분 배송
train_9102-rp,"#Person1#: 이 아파트 가격이 좀 부담스러운데, 더 저렴한 원룸은 없을까요?
#Person2#: 지금은 이 1베드룸 아파트만 빈 상태입니다.
#Person1#: 그럼 원룸이 언제쯤 나올까요?
#Person2#: 원룸은 몇 달은 기다려야 할 것 같습니다.","#Person1#이 아파트 가격에 부담을 느끼고 더 싼 원룸을 찾지만, #Person2#는 현재 원룸이 없고 1베드룸만 남아 있다고 전합니다.",아파트 임대
train_3372-rp,"#Person1#: 너의 관심사와 취미에 대해 좀 더 듣고 싶어.
#Person2#: 독서, 산책, 수영, 하이킹, 농구를 즐기는데, 특히 농구는 친구들과 함께 해.
#Person1#: 너는 정말 다양한 활동을 즐기는구나.
#Person2#: 이런 활동들이 내 삶을 정말 풍요롭게 해줘.
#Person1#: 퇴근 후 주로 어떻게 시간을 보내?
#Person2#: 차 한 잔과 함께 소설을 읽는 게 가장 좋아.
#Person1#: 어떤 종류의 책이 가장 좋아?
#Person2#: 탐정 소설이야. 항상 흥미롭게 읽게 돼.
#Person1#: 너는 정말 상상력과 논리가 풍부한 사람이야.
#Person2#: 책을 좋은 친구로 생각하며 많은 걸 배워.
#Person1#: 책을 통해 많은 걸 얻는 거 같네.
#Person2#: 그럼, 당연하지. 책은 나에게 많은 걸 줘.","#Person1#이 #Person2#의 취미나 관심사에 대해 물어보았고, #Person2#는 탐정 소설을 좋아하며, 이를 통해 많은 것을 얻는다고 설명했습니다.",관심사와 취미
train_10260-rp,"#Person1#: 매화꽃 좋아하세요?
#Person2#: 네, 맞아요. 특히 겨울에 피는 매화가 더 마음에 들어요.
#Person1#: 눈이 참 많이 오네요. 같이 산책 안 갈래요?
#Person2#: 눈을 밟으며 매화꽃 보러 가는 건가요? 좋은 생각이에요. 같이 가요!
#Person1#: 눈이 정말 펑펑 내리네요!
#Person2#: 조심해서 걸어요. 미끄러지지 않게요.
#Person1#: 알겠어요. 저는 눈 밟는 소리가 참 좋아서요.
#Person2#: 그렇죠. 정말 아름답죠.
#Person1#: 달콤한 향기가 나지 않나요?
#Person2#: 네, 아마도 매화꽃 향기일 거예요.
#Person1#: 매화꽃 향기는 추운 겨울에서 온 거네요.",#Person1#과 #Person2#는 함께 눈을 밟으며 매화꽃을 찾아 나섰습니다. 그들은 결국 매화꽃의 달콤한 향기를 맡게 되었습니다.,매화꽃 구경
train_7998-rp,"#Person1#: 새로운 상사에 대해서 좋은 얘기를 들었어.
#Person2#: 그래, 그가 Mr. Watson이야. 그는 정말 똑똑하고, 우리 회사에 많은 이익을 가져다준 제품을 여러 개 발명했어. 그리고 직원들에게 절대 화를 내지 않아.
#Person1#: 너 정말 행운아구나.","Mr. Watson이 #Person2#의 새로운 상사로 왔는데, 그는 매우 똑똑하고 회사에 큰 이익을 안겨준 제품을 발명했으며, 부하 직원들에게 친절하게 대한다고 #Person2#가 #Person1#에게 말합니다.",새로운 상사와의 대화
train_455-rp,"#Person1#: 계산서를 좀 부탁드려도 될까요?
#Person2#: 물론이죠. 금방 가져다 드릴게요. 여기 있습니다.
#Person1#: 감사합니다. 잠깐만요... 계산서에 오류가 있는 것 같은데 확인해 주실 수 있나요?
#Person2#: 확인해볼게요. 아, 말씀하신 대로네요.
#Person1#: 그리고 세금과 서비스 요금은 어떻게 되나요?
#Person2#: 세금은 10%만 포함되어 있습니다.
#Person1#: 그렇다면 총액이 100달러가 되는 거네요?
#Person2#: 네, 맞습니다.",#Person1#이 계산서의 오류를 지적하고 #Person2#가 이를 수정합니다. 최종 총액은 100달러입니다.,계산서 검토
train_5350-rp,"#Person1#: 메리 스미스, 정말 오랜만이네요! 그동안 어떻게 지내셨어요?
#Person2#: 존, 존 브라운! 정말 오랜만이야. 적어도 1년은 지난 것 같아.
#Person1#: 아니, 작년 12월 존슨네 크리스마스 파티에서 만났잖아. 기억이 안 나세요?
#Person2#: 아, 맞아요. 이제 기억이 났어요. 잘 지내시나요? 아직도 식품 회사에서 일하시나요?
#Person1#: 아니요, 3개월 전에 직장을 바꿨어요. 지금은 국립은행에서 일하고 있어요. 당신은요?
#Person2#: 저는 여전히 대학에서 가르치고 있어요. 그런데 독일어학과에서 스페인어학과로 옮겼어요. 가족들은 잘 지내나요? 아이들은 학교에 다니고 있나요?
#Person1#: 아니요, 빌리는 아직 집에 있어요. 탐은 3학년이고 제인은 2학년이에요.
#Person2#: 우리 두 아이도 아직 학교에 안 다녀요. 하지만 가을에는 학교에 갈 거예요.","메리 스미스와 존 브라운이 우연히 만나 서로의 근황과 가족에 대해 이야기를 나누었다. 메리는 국립은행에서 일하고 있고, 존은 독일어학과에서 스페인어학과로 옮겨 가르치고 있다. 메리의 아들 탐은 3학년이고 딸 제인은 2학년이며, 존의 두 아이도 곧 학교에 입학할 예정이다.",우연한 만남
train_6927-rp,"#Person1#: 안녕하세요, 제 수하물 보관증을 드려요. 제 짐 좀 찾아주실 수 있나요?
#Person2#: 확인해볼게요. 여기 #Person1#님 짐이 있어요.
#Person1#: 고맙습니다. 그리고 짐카트는 어디서 구할 수 있을까요?
#Person2#: 조금만 더 걸어가시면 짐카트가 많이 있어요.","#Person1#이 #Person2#에게 수하물 보관증을 제시하고, 자신의 짐을 받았습니다. 그리고 짐카트 위치를 물었습니다.",수하물 찾기
train_5180-rp,"#Person1#: 나 여름에 할 일을 찾았어.
#Person2#: 정말? 잘 됐네! 무슨 일인데?
#Person1#: 놀이공원에서 일하게 됐어.
#Person2#: 멋지다!
#Person1#: 너는 뭐 찾았어?
#Person2#: 아직이야. 병원에서 전화 받는 보조 일을 할까, 아니면 정원사로 일할까 고민 중이야.
#Person1#: 보조 일이 더 재미있을 것 같아. 근무 시간도 괜찮고, 일도 별로 없을 거야.
#Person2#: 맞아. 그런데 정원사가 보조보다 돈을 더 많이 줘.",#Person1#은 놀이공원에서 여름에 일하기로 했어. #Person2#은 병원 보조와 정원사 사이에서 고민 중이야.,여름 일자리 탐색
train_7873-rp,"#Person1#: 엄마, 누나와 오빠가 없어서 외롭지 않았어?
#Person2#: 응, Sam. 나도 그렇게 느꼈어. 우린 서로 떨어져 지낸 지 오래니까.
#Person1#: 엄마, 나한테 놀라운 소식이 있어. 나 러시아로 출장을 가게 됐어. 엄마도 같이 가서 드디어 그분들을 만나볼까 해.
#Person2#: 아니야, Sam. 네가 그런 생각을 해줘서 정말 고마워. 하지만 난 나이가 많고 건강도 안 좋아서 그렇게 먼 곳은 못 갈 것 같아.","Sam이 러시아 출장에 엄마를 초대해 누나와 오빠를 만나게 하려 했지만, 엄마는 건강 문제로 거절했습니다.",가족 재회
train_2310-rp,"#Person1#: 어떤 이유로 저희 회사에 지원하게 되셨나요?
#Person2#: 제 장점을 최대한 활용하고 발전시킬 수 있는 직장을 찾고 있었습니다. 그런데 귀사가 제 기대를 모두 충족시켜 주는 것 같습니다.
#Person1#: 저희 회사에 대해 잘 알고 계시는지요?
#Person2#: 네, 미리 조사해 보았습니다.
#Person1#: 다른 회사에도 지원해보셨나요?
#Person2#: 최근 여러 곳에 지원했는데, 귀사가 가장 마음에 들었습니다.
#Person1#: 전공과 다른 업무도 수행하실 수 있을까요?
#Person2#: 제 전문 분야와 맞는 일을 원하지만, 어떤 일이든 열심히 하겠습니다.
#Person1#: 입사하시면 얼마나 오래 근무하고 싶으신가요?
#Person2#: 업무가 잘 맞으면 계속 근무하고 싶습니다.
#Person1#: 높은 연봉을 기대하시나요?
#Person2#: 연봉보다는 직무에 대한 만족도가 더 중요합니다.",#Person2#는 #Person1# 회사의 직무가 자신의 장점을 발휘할 수 있는 기회라고 생각합니다. #Person2#는 여러 회사 중 #Person1# 회사에 가장 만족하고 있습니다. #Person2#는 연봉보다는 직무에 대한 만족도를 더 중요하게 생각합니다.,취업 면접
train_2444-rp,"#Person1#: 오랜만에 해가 나서 기분 좋네. 나가볼까?
#Person2#: 정말 그래, 이 햇살을 얼마나 기다렸는지 몰라.
#Person1#: 그런데 오후에는 구름이 낄 거래.
#Person2#: 어머, 정말? 우리 집 텃밭에 있는 채소들이 햇빛이 부족해서 걱정이야. 점점 색이 바래고 있어.
#Person1#: 우리 집도 마찬가지야. 비가 와서 시원하게 적셔줬으면 좋겠는데, 어쩔 수 없나 봐.",#Person1#과 #Person2#는 오랜만에 내리쬐는 햇살을 반가워하지만 오후에 구름이 낄 예정이라 텃밭 채소들의 성장에 대해 걱정하고 있습니다.,기상 변화와 텃밭 관리
train_1041-rp,"#Person1#: 예전에는 영화관에 자주 갔었는데, 그때는 정말 좋은 외출이었어. 그런데 지금은 그런 느낌이 없어.
#Person2#: 나도 영화관에 자주 가지 않게 되었어. 요즘 영화들은 예전처럼 모험적이고 흥미로운 느낌이 없어.",#Person1#과 #Person2#는 영화관에 자주 가지 않게 되었다. #Person2#는 현대 영화들이 모험적이지 않다고 생각한다.,영화관 방문 감소
train_9750-rp,"#Person1#: 이번 여름 당신의 정원은 정말 눈부시게 아름답네요. 꽃들이 정말 다채롭고 화려해요.
#Person2#: 감사합니다. 장미, 튤립, 수선화를 심었어요. 작은 꽃들이 가득한 암반정원이 마음에 드세요?
#Person1#: 네, 정말 마음에 들어요. 저기 있는 꽃은 제비꽃이 맞죠?
#Person2#: 맞아요. 오늘 오후에는 울타리를 다듬으려고 해요.
#Person1#: 저 나무의 아랫가지들이 너무 늘어졌네요. 제가 잘라드릴까요?
#Person2#: 정말 감사합니다! 그렇게 해주시면 정말 다행이겠어요. 정원 창고에 톱이 있어요.
#Person1#: 아랫가지를 자르면 나무 밑에 앉을 수 있는 공간이 생길 거예요.
#Person2#: 내일은 잔디를 깎을 계획이에요. 그러면 정원이 완벽하게 보일 거예요.
#Person1#: 아이들이 꽃밭에 들어가서 꽃을 망가뜨리지 않게 조심해야겠어요.",#Person1#이 #Person2#의 정원을 칭찬하고 나무 가지를 자르는 일을 도와주기로 했습니다. #Person2#는 울타리를 다듬고 잔디를 깎을 계획이라고 전했습니다.,정원 가꾸기
train_3859-rp,"#Person1#: 저는 왜 체포되는지 모르겠어요.
#Person2#: 체포 명령이 내려졌어요.
#Person1#: 어떤 명령이죠?
#Person2#: 벤치 워런트가 발부되었어요.
#Person1#: 그게 무슨 의미인가요?
#Person2#: 법정에 출석하지 않았다는 뜻이에요.
#Person1#: 법정에 가야 한다는 걸 전혀 몰랐어요.
#Person2#: 정말 어떻게 말씀드려야 할지 모르겠네요.
#Person1#: 이건 너무 불공평해요.
#Person2#: 인생은 원래 불공평하죠.
#Person1#: 제 권리는 없는 건가요?
#Person2#: 침묵할 권리는 있어요.",#Person2#는 #Person1#이 모르게 법정 출석을 놓쳐 체포했습니다. #Person1#은 이 상황이 불공평하다고 생각합니다.,체포 과정
train_8281-rp,"#Person1#: 안녕, Martin. 최근에 어떤 행사에 참석했어?
#Person2#: 안녕! 어제 탁구 경기를 보러 갔어.
#Person1#: 탁구 경기라니 멋지네! 어땠어?
#Person2#: 정말 재미있었어. Ma Lin을 정말 좋아해, 내가 가장 좋아하는 선수거든. 너는 뭐 봤어?
#Person1#: 아직 어떤 행사도 못 봤어. 뭐든 보고 싶어.
#Person2#: 그럼 내일 마라톤 보러 가자! 길가에서 볼 수 있을 거야.
#Person1#: 좋은 생각이야!","Martin은 어제 탁구 경기를 관람했고, #Person1#은 아직 어떤 행사도 보지 못했습니다. 그래서 Martin은 내일 마라톤을 함께 보자고 제안했습니다.",이벤트 관람
train_173-rp,"#Person1#: 반품 절차가 어떻게 되나요?
#Person2#: 영수증을 가지고 계신다면 7일 안에 반품하시면 전액 환불 가능합니다. 그리고 바지 수선도 필요하시면 무료로 해 드려요.
#Person1#: 정말 좋네요.
#Person2#: 총 금액은 70달러입니다. 현금으로 하시겠어요, 카드로 하시겠어요?
#Person1#: 카드는 사용해도 될까요?
#Person2#: 네, 물론입니다. 여기 카드 받으세요.
#Person1#: 감사합니다.",#Person1#이 #Person2#에게 반품 절차에 대해 물어본 후 바지를 카드로 결제합니다.,쇼핑
train_7981-rp,"#Person1#: 수잔, 안녕! 그런데 왜 이렇게 멋지게 차려입었어?
#Person2#: 신년 만찬에 가려고. 어때? 화장이 괜찮아?
#Person1#: 정말 멋져 보여. 화장도 정말 잘 어울려.
#Person2#: 다른 드레스도 입어볼까?
#Person1#: 아니, 지금 입은 게 너랑 정말 잘 어울려. 특히 머리 스타일과도 잘 맞는 것 같아.
#Person2#: 고마워. 목걸이는 어떤 게 좋을까?
#Person1#: 그 드레스에는 흰색 다이아몬드 목걸이가 제일 잘 어울릴 것 같아.
#Person2#: 도움 주셔서 고마워. 이제 준비 다 됐어. 너 오늘 밤 뭐해?
#Person1#: 별거 없어. 친구들이랑 집에서 파티를 할 거야.
#Person2#: 재미있겠다. 거기서 아는 사람들도 있어?
#Person1#: 응, 대부분 우리 사무실 사람들이야.
#Person2#: 좋은 시간을 놓치네. 뭐, 내년을 기대해야겠네.
#Person1#: 어디서든 즐거운 시간 보낼 거야. 가방 챙기는 거 잊지 마.","#Person2#는 신년 만찬에 참석하기 위해 멋지게 차려입었습니다. 한편, #Person1#은 오늘 밤 친구들과 집에서 파티를 계획 중입니다.",신년 만찬 준비
